filename|text|speaker
alba/756.wav|This will have no effect on the championship.|alba
alba/1303.wav|We will be making an announcement tomorrow.|alba
alba/2038.wav|I will not go back to Hearts.|alba
alba/2_234.wav|What exactly were the problems?|alba
alba/2778.wav|I have had a lovely summer.|alba
alba/004.wav|We also need a small plastic snake and a big toy frog for the kids.|alba
alba/1486.wav|However, we are deeply concerned by the news.|alba
alba/1103.wav|Similar expressions of unity and conviction came from the Democrats.|alba
alba/1_231.wav|Nobody would believe it.|alba
alba/2_031.wav|Our defence has been much-maligned.|alba
alba/2_089.wav|None has ever been found.|alba
alba/2524.wav|It is high time to act.|alba
alba/200.wav|I like to take risks, to gamble, to go for things.|alba
alba/1353.wav|It is intended to help people on low or middle incomes.|alba
alba/2451.wav|When will we see his like again?|alba
alba/1566.wav|Three other people were injured.|alba
alba/3573.wav|We expected to be playing the All Blacks and had begun our planning accordingly.|alba
alba/805.wav|Their bid was a very good one.|alba
alba/1_332.wav|Would the top players stay in Scotland?|alba
alba/030.wav|Considering the price they had paid, there wasn't much choice of films at the cinema that night.|alba
alba/062.wav|He wanted to talk to me about it.|alba
alba/2_045.wav|The change was not instant.|alba
alba/3558.wav|They will take care of Glasgow and Edinburgh, but what about the rest of the country?|alba
alba/3715.wav|I was going to do something about it.|alba
alba/1268.wav|In the last five minutes, it was difficult because we had used up so much energy.|alba
alba/303.wav|They are mutually exclusive.|alba
alba/338.wav|The incentives announced by the chancellor will help deprived areas, but they are not sufficient.|alba
alba/1515.wav|This is an extremely serious situation which cannot be allowed to go on.|alba
alba/289.wav|That illustrated the decency of the man.|alba
alba/2312.wav|Keigan is in the team on merit, but he still has a lot to learn.|alba
alba/1_305.wav|However we must not be complacent.|alba
alba/2_181.wav|Don't you just love it?|alba
alba/1385.wav|Treatment is not an issue with these people.|alba
alba/3804.wav|He said the system was simply an extension of the procedure for taking fingerprints.|alba
alba/3020.wav|But it was not just this that made it unique.|alba
alba/3088.wav|We acknowledge that there is a backlog.|alba
alba/3309.wav|He has been found guilty of absolutely nothing.|alba
alba/3143.wav|It will be fantastic to get into the tournament and attempt to get to the later stages.|alba
alba/613.wav|I was injured after just three months and then there was a change of trainer.|alba
alba/2_411.wav|He had returned to die.|alba
alba/310.wav|Who reminded him about the score?|alba
alba/2239.wav|He was taken to Glasgow Royal Infirmary suffering from serious injuries to his body, but died a short time later.|alba
alba/3196.wav|But it's also a little insecure.|alba
alba/1295.wav|It is not too little too late.|alba
alba/1412.wav|I'm just trying to give people enough information.|alba
alba/927.wav|The board has insisted the system should remain in place.|alba
alba/983.wav|The first is personal and the second corporate.|alba
alba/3405.wav|Our equipment is more expensive.|alba
alba/857.wav|It was a wonderful moment for all of us.|alba
alba/3999.wav|I had spoken to her before.|alba
alba/3252.wav|I am happy to be back in London.|alba
alba/2805.wav|Jordanhill School is generally regarded as one of the best in the city.|alba
alba/1606.wav|That is bad enough.|alba
alba/3120.wav|I have had enough of it.|alba
alba/1957.wav|I'm looking forward to it, it's going to be a big, big game.|alba
alba/3462.wav|Scottish executive sources last night said its officials were puzzled by the explanation.|alba
alba/2950.wav|She insisted that direct approaches to Government would continue to be made.|alba
alba/1918.wav|This is my life.|alba
alba/1022.wav|Rather, it was about ensuring there was fairness in society.|alba
alba/895.wav|The matter will come up again.|alba
alba/615.wav|Resolution of the thorny headquarters issue is considered the key to the two finalising terms.|alba
alba/1163.wav|We cannot take anything for granted.|alba
alba/1_317.wav|Well you won't be seeing them again.|alba
alba/2641.wav|They shouldn't make too much of it.|alba
alba/3283.wav|I said last week it couldn't get any better, but this was brilliant.|alba
alba/1166.wav|There is no indication when the restrictions can be lifted.|alba
alba/1680.wav|You see Reid has moved on.|alba
alba/740.wav|But we are working together for this result.|alba
alba/998.wav|Clearly, she saw it coming, as she informed The Herald last year that she was going to have to slow down.|alba
alba/3834.wav|As yet we are unsure if they will be affected.|alba
alba/2094.wav|He was cutting his teeth and the job was just too big for him.|alba
alba/1096.wav|He is not someone you can remain indifferent about.|alba
alba/1_211.wav|It is too much to take in.|alba
alba/2730.wav|Just when he thought his day couldn't get better.|alba
alba/1052.wav|I can talk.|alba
alba/3240.wav|The people seem to be really thinking about and talking about the real issues.|alba
alba/2263.wav|It is long overdue.|alba
alba/2_157.wav|Would it be enough?|alba
alba/1244.wav|With us, we just want them to respond.|alba
alba/3469.wav|But the young play-maker has found it difficult to make his mark in international football.|alba
alba/1_038.wav|You never want to concede a hole.|alba
alba/2614.wav|Personally speaking, it's a situation which usually doesn't bother me.|alba
alba/2887.wav|That was the turning point.|alba
alba/3238.wav|This will be a totally different game from the one against Dundee United.|alba
alba/3296.wav|If the project is approved, an application will be put forward to qualify for European development funding.|alba
alba/2400.wav|After that, it is up to the manager.|alba
alba/4011.wav|Foxes don't know whether they are in Scotland or England.|alba
alba/1_401.wav|It was not meant to end this way.|alba
alba/2_109.wav|His family also went missing.|alba
alba/1701.wav|It provided money.|alba
alba/3679.wav|There's no evidence he was ever there.|alba
alba/1176.wav|It says it wants to help people who can work to find work and help restore their dignity.|alba
alba/2_139.wav|But this is not new in these parts.|alba
alba/2_390.wav|Ferguson did not hesitate.|alba
alba/2193.wav|It is a funny family you have here.|alba
alba/3744.wav|No-one at the North Glasgow Trust was available for comment.|alba
alba/902.wav|There may be reasons for it.|alba
alba/1559.wav|Do they really have any inside influence on Labour?|alba
alba/092.wav|We've got four months to prepare our case and every day is important.|alba
alba/2439.wav|It's very exciting.|alba
alba/1645.wav|He has the courage of the unaware.|alba
alba/3341.wav|We don't really know where she is.|alba
alba/1288.wav|There is no problem with that.|alba
alba/1352.wav|Now we can bring in some much needed revenue for the club.|alba
alba/049.wav|The main concern is that it could interfere with air traffic.|alba
alba/786.wav|He will not be coming back.|alba
alba/1784.wav|This is even more satisfying than last year.|alba
alba/1059.wav|I have a picture of him.|alba
alba/2911.wav|The mood in the factory is great.|alba
alba/1892.wav|We could soon be in that same position!|alba
alba/1627.wav|He has experience, and it is good to be playing alongside him.|alba
alba/017.wav|Others have tried to explain the phenomenon physically.|alba
alba/1_274.wav|I couldn't play a lot better than that.|alba
alba/2_236.wav|Its success is critical for us all.|alba
alba/2833.wav|Honour was served.|alba
alba/1_243.wav|There was no side to him.|alba
alba/2_334.wav|The darkest hour is just before the dawn.|alba
alba/2073.wav|They lost their jobs and public services suffered.|alba
alba/768.wav|Which is why he is out there now in the real world.|alba
alba/2630.wav|She returned to the theatre.|alba
alba/750.wav|This is action which will probably be taken throughout Scotland.|alba
alba/3041.wav|He admitted there were two aspects of fear.|alba
alba/2247.wav|Bridging will not be allowed.|alba
alba/1292.wav|He also revealed that there has been little discussion in the dressing room about the candidates for the job.|alba
alba/2_095.wav|There is no reason to be negative.|alba
alba/2683.wav|Indeed, they go out of their way to prove the opposite.|alba
alba/3813.wav|The then secretary was not amused.|alba
alba/1012.wav|We have not.|alba
alba/2_235.wav|I was lucky.|alba
alba/1764.wav|And how is he now?|alba
alba/1029.wav|Alex McLeish is not the national team manager.|alba
alba/642.wav|I would put my money on Peter Donald.|alba
alba/157.wav|The conclusion is the same.|alba
alba/2897.wav|That's as it should be.|alba
alba/1267.wav|Was he perhaps being too personal?|alba
alba/2220.wav|And Morton also have a cup-tie at Peterhead.|alba
alba/152.wav|Our biggest problem was that they just did not believe they could win.|alba
alba/2_151.wav|This is reflected in their design.|alba
alba/2102.wav|That will be a portion of the funds.|alba
alba/2677.wav|There is surely no excuse for such incompetence.|alba
alba/2732.wav|Its case had previously been handled by the local procurator-fiscal.|alba
alba/892.wav|That is not what happens in real life.|alba
alba/1_059.wav|It was a very good team effort.|alba
alba/3754.wav|I didn't know about it until last week and it's in the shops.|alba
alba/3741.wav|I don't know where the bathroom is.|alba
alba/3559.wav|But now that may not be done.|alba
alba/446.wav|I don't have a manager.|alba
alba/1_279.wav|We stand by our figures.|alba
alba/471.wav|It is difficult to attract the players available to choose to play in Scotland.|alba
alba/3190.wav|I did not believe him.|alba
alba/1746.wav|I am not happy but we have no choice.|alba
alba/1221.wav|We are sure that America will think about it and find a solution.|alba
alba/2395.wav|If a decision is made discussions on separation distances will be part of that.|alba
alba/2507.wav|He has a really great season.|alba
alba/1349.wav|That is what every other European country has done.|alba
alba/914.wav|The membership and the remit of the inquiry will be subject to the Parliament's agreement on Friday.|alba
alba/1075.wav|They are still very quiet.|alba
alba/2_114.wav|You can feel at home in China.|alba
alba/2194.wav|That was two months ago.|alba
alba/2940.wav|You must remember.|alba
alba/2646.wav|I think we believed the tie was won.|alba
alba/3075.wav|It goes with the job.|alba
alba/2139.wav|What on earth is happening at Stirling County?|alba
alba/3731.wav|We have a process which is not suddenly going to happen in the next two days.|alba
alba/080.wav|I'm pleased with the overall performance but disappointed with the way it ended.|alba
alba/3557.wav|We were going to have all the family together.|alba
alba/399.wav|It was a hit.|alba
alba/3279.wav|It was, and deservedly.|alba
alba/1_073.wav|I can't take it any more.|alba
alba/677.wav|Our managers are supposed to tell us but they left it and we would find out from other sources, including the press.|alba
alba/416.wav|I've been in the best form of my career and was feeling confident, relaxed, and highly motivated.|alba
alba/1_293.wav|That time is not now, however.|alba
alba/3257.wav|Mexico City was a wonderful experience.|alba
alba/2817.wav|He urged people to forgive.|alba
alba/2_263.wav|People will have to be patient.|alba
alba/865.wav|But most of all, the Scottish Parliament was a victory for the Scottish people.|alba
alba/1026.wav|The team who have lost the most players are struggling.|alba
alba/2315.wav|The consultants report commissioned by the previous Government was not published.|alba
alba/2586.wav|This is a defining moment in this parliament.|alba
alba/2792.wav|He also has a house in Italy.|alba
alba/1590.wav|It is going to be very dangerous.|alba
alba/3367.wav|I'm not depressed.|alba
alba/1083.wav|I could not have asked for better news.|alba
alba/3382.wav|Now the show is for public consumption.|alba
alba/3266.wav|This news is absolutely excellent.|alba
alba/262.wav|We are used to this kind of thing happening across the length and breadth of Scotland.|alba
alba/980.wav|I feel a lot more confident and comfortable in the first team now.|alba
alba/1_354.wav|Ian Edwards was a computer engineer.|alba
alba/850.wav|Highest priority had been given to the nuclear deterrent.|alba
alba/2917.wav|I've never heard of anything like this.|alba
alba/2233.wav|Things don't look too good at the moment.|alba
alba/1480.wav|Lucky to be alive.|alba
alba/1473.wav|Stalkers are capable of killing.|alba
alba/3879.wav|Then came the crunch.|alba
alba/1565.wav|Eleven events are required.|alba
alba/2021.wav|Security, therefore was not guaranteed.|alba
alba/894.wav|According to organisers yesterday the festival is here to stay.|alba
alba/1629.wav|The environment has never been on the Tory agenda.|alba
alba/267.wav|There has certainly been a degree of local interest in it.|alba
alba/1215.wav|But he was sceptical that legislation was the answer.|alba
alba/2721.wav|That's just a friendly game.|alba
alba/2313.wav|But we do believe they could be more efficient.|alba
alba/733.wav|Three pedestrians were among those who died.|alba
alba/1734.wav|Every player wants to win every match.|alba
alba/465.wav|He never offended anyone and was always very polite.|alba
alba/3159.wav|He was the only man to be First Minister.|alba
alba/3696.wav|He said they would be part of the modernising government programme.|alba
alba/2450.wav|You can't have a drink in the bar.|alba
alba/3250.wav|We have asked that the company consider a reduction in the working week.|alba
alba/1123.wav|Most people don't.|alba
alba/3868.wav|The trial was halted more than once because of her behaviour.|alba
alba/2_166.wav|Neither had any other career.|alba
alba/2058.wav|He said Mr Bush had expressed his sympathy to Mr Giuliani in a phone call.|alba
alba/3026.wav|Crew members attended to passengers on board the train in the aftermath of the derailment.|alba
alba/2863.wav|If necessary, we will look at other measures.|alba
alba/1409.wav|The report was criticised by the Scottish Consumer Council.|alba
alba/3532.wav|They may never be as successful again.|alba
alba/2668.wav|He was totally without that form of fear.|alba
alba/845.wav|If we win over there it won't be such a big surprise to everybody.|alba
alba/1530.wav|They actually think this is the position they are in.|alba
alba/357.wav|You just have to see it as one of those things.|alba
alba/3131.wav|Stifling resistance had now become an obsession with the Kremlin.|alba
alba/954.wav|This, historically, was the first orchestra in Russia.|alba
alba/830.wav|Will it be another record attendance that day?|alba
alba/2338.wav|The result will be secondary.|alba
alba/1739.wav|That was a great performance by the team.|alba
alba/898.wav|Thankfully, Mr Campbell was able to help.|alba
alba/2_164.wav|It does not like this kind of risk.|alba
alba/2438.wav|It's idiots and the minority that cause the trouble.|alba
alba/2847.wav|But that's what happened.|alba
alba/2_219.wav|Just to go and learn.|alba
alba/2382.wav|Two were later reinstated.|alba
alba/1906.wav|We all know where he is going.|alba
alba/3325.wav|She consulted the Bank of Scotland and gave instructions to that effect.|alba
alba/1643.wav|They should have a major rethink about the event for next year.|alba
alba/1712.wav|Oh, and wear a kilt.|alba
alba/3809.wav|The things that happened to me in my childhood.|alba
alba/2036.wav|We are delighted with the results.|alba
alba/3984.wav|Mr McLauchlan said he was determined to find a new career.|alba
alba/1_251.wav|There is no other way forward.|alba
alba/3820.wav|Ayr will be on.|alba
alba/1274.wav|Many of the workers here will be devastated.|alba
alba/1832.wav|He was still talking at this point and he was able to say goodbye as he got into the ambulance.|alba
alba/272.wav|Clearly we are looking at this very carefully.|alba
alba/1323.wav|The performance was excellent.|alba
alba/3660.wav|Which was true.|alba
alba/2_082.wav|Every film is exciting for me.|alba
alba/3463.wav|Last weekend in Germany, he missed the cut.|alba
alba/250.wav|There are others.|alba
alba/2604.wav|We just cannot get hold of him at all, and he our best player.|alba
alba/2202.wav|I was very upset.|alba
alba/3677.wav|It's time for her to go.|alba
alba/3166.wav|The matter has been dealt with.|alba
alba/2392.wav|But the agony of his family is acute.|alba
alba/2013.wav|I don't intend to say anything about them which they can use against us.|alba
alba/2663.wav|You have got to take the risk.|alba
alba/3231.wav|That is the way it is here.|alba
alba/3569.wav|Perhaps it is my many months of experience at The Herald.|alba
alba/129.wav|And we are all hoping that he is able to play tomorrow night.|alba
alba/3875.wav|I had come to terms with dying.|alba
alba/464.wav|There's no way we could find that money from any other departmental expenditure.|alba
alba/1257.wav|It's what we should have been getting for years, but it has come too late for me.|alba
alba/2581.wav|The Scottish Office has not yet formally awarded the contract.|alba
alba/1208.wav|But we needed the causeway.|alba
alba/2_184.wav|Last night, he was paying the price.|alba
alba/1899.wav|It's a pity but that is the reality of it.|alba
alba/2912.wav|It was good to get on and brilliant to score.|alba
alba/1_178.wav|They are not an item.|alba
alba/3846.wav|The affair is over.|alba
alba/1_237.wav|He is looking for a sporting challenge.|alba
alba/4037.wav|Scotland does not.|alba
alba/2837.wav|It is one not to miss.|alba
alba/2606.wav|There's always the next century.|alba
alba/1479.wav|Just to see.|alba
alba/2_405.wav|He says he can make it.|alba
alba/1259.wav|Indeed they do.|alba
alba/2888.wav|We are looking forward to, hopefully, meeting Rangers in the final.|alba
alba/2472.wav|It was a night for the Ibrox club to savour.|alba
alba/114.wav|People want their work to be noticed in Edinburgh.|alba
alba/117.wav|We have never really felt that we were waiting for something to happen.|alba
alba/542.wav|As in previous years, the marchers tried to hand over a letter of protest.|alba
alba/1030.wav|We are dealing with problems that have been around for a very, very, long time.|alba
alba/1_139.wav|It is like every trial that comes along.|alba
alba/1293.wav|This is genuinely fitting conclusion to a year of design.|alba
alba/2532.wav|You would think that if any party is in favour of that it should be the Conservative party.|alba
alba/3822.wav|I have decided to make a final statement in the interests of truth and clarity.|alba
alba/2024.wav|We are deeply saddened by the unforeseen and unexpected nature of this incident.|alba
alba/1397.wav|Mr Bush said he had been in Scotland in the past and had happy memories of it.|alba
alba/3358.wav|That policy is supported by the National Farmers Union of Scotland.|alba
alba/2923.wav|I am not and never have been a dirty player.|alba
alba/2109.wav|Surely going into the new millennium that situation should be sorted.|alba
alba/2119.wav|He's the sort of player you don't have to worry about.|alba
alba/2_365.wav|Three bystanders were killed.|alba
alba/3009.wav|There is much more to it.|alba
alba/1339.wav|In the end it was enough.|alba
alba/1250.wav|You get the picture.|alba
alba/1122.wav|No, it's never been mentioned.|alba
alba/1_262.wav|It is an outrage.|alba
alba/3870.wav|I know you went back this morning.|alba
alba/2372.wav|It would be a disaster for the Scottish game, though.|alba
alba/2_275.wav|I have a very strong opinion about this.|alba
alba/3954.wav|What we have to do is think about our own game and bring some more aggression.|alba
alba/3850.wav|Scottish football fans had a dreadful reputation, especially down south.|alba
alba/1_403.wav|I am innocent.|alba
alba/2564.wav|His latest comments were welcomed by Mr Lilley.|alba
alba/2869.wav|My commitment to the Government and the Labour Party is as strong as ever.|alba
alba/1817.wav|A statement said the incident was being treated as attempted murder.|alba
alba/1_132.wav|I fully commend it.|alba
alba/2467.wav|We have got to focus on winning our home games.|alba
alba/3626.wav|I loved it in France and so did my family.|alba
alba/817.wav|If it was the finale for some of them, they went out in style.|alba
alba/2963.wav|George McGregor, a senior official of the Scrap The Section campaign said yesterday.|alba
alba/230.wav|Now a first edition of Emma with an intriguing history has set a world record at auction.|alba
alba/215.wav|Neville, the government official who instigated the policy.|alba
alba/2447.wav|They just don't want to talk about it.|alba
alba/233.wav|Staff are determined to continue to provide the excellent service to clients for which the agency has been hired.|alba
alba/3154.wav|United had occupied their half of the field for most of the second period.|alba
alba/732.wav|There have been expressions of interest, but they have come to nothing.|alba
alba/3183.wav|It is not an abortion.|alba
alba/125.wav|Last season, we would probably have lost a late goal and come away with only a point from a game like this.|alba
alba/2_321.wav|This could easily have been another tragedy.|alba
alba/901.wav|The Crown accepted his plea of not guilty to two other charges.|alba
alba/2_069.wav|That would be surprising.|alba
alba/1507.wav|One could argue that they would have made the grade in any case.|alba
alba/4013.wav|That is just asking for trouble.|alba
alba/2_286.wav|Who will be released tomorrow?|alba
alba/1028.wav|But we asked the companies to maximise the area they covered.|alba
alba/3057.wav|She, too, faces a ban.|alba
alba/1889.wav|Is that success?|alba
alba/2_104.wav|That was only the start.|alba
alba/2241.wav|Safety is our first priority.|alba
alba/3122.wav|He died in hospital in Torquay, with his daughter by his side.|alba
alba/2_229.wav|He pretended not to care.|alba
alba/887.wav|The spirit in the dressing room is tremendous.|alba
alba/1240.wav|This was the most significant.|alba
alba/3490.wav|Downing Street insisted, We have made clear that the deadline is absolute.|alba
alba/553.wav|But it was more than an hour before the remaining crew member was persuaded to leave the vessel.|alba
alba/1575.wav|I'll be ready.|alba
alba/081.wav|Now this is interesting.|alba
alba/2_049.wav|The discussions will surely not last too long.|alba
alba/343.wav|There is still no suggestion that there is another major player who has made an official approach to Fergus McCann.|alba
alba/2252.wav|Die Another Day opens on Friday.|alba
alba/1456.wav|It is their home, their future, and their choice.|alba
alba/3908.wav|He just wanted to show that he has a feeling for them.|alba
alba/1045.wav|The people are the hero.|alba
alba/1504.wav|It's the first time it has happened and hopefully the last time.|alba
alba/3395.wav|He became involved in projects including pyrotechnics and interior design.|alba
alba/1647.wav|It is a time to be positive and put the cynicism and suspicion behind us.|alba
alba/2_260.wav|People shouldn't be surprised.|alba
alba/2355.wav|We have been treated with complete contempt.|alba
alba/2287.wav|Grampian Police have said suspended officer had not yet been charged in connection with the inquiries.|alba
alba/3871.wav|This is likely to involve a combination of environment and genetics.|alba
alba/1307.wav|Another is that he collapsed and died on the spot.|alba
alba/628.wav|Success in Europe would have altered that perception.|alba
alba/1229.wav|The spectators were very kind to me.|alba
alba/669.wav|United manager Paul Sturrock was not for making excuses.|alba
alba/2327.wav|It was not to be.|alba
alba/3389.wav|They want to be entertained.|alba
alba/2_410.wav|Tell it like it was?|alba
alba/1146.wav|It was all very frustrating, but in the end we got what we deserved.|alba
alba/1971.wav|I will tell you about that in a couple of weeks time.|alba
alba/3656.wav|I just hope it is sorted soon.|alba
alba/3451.wav|Everyone else has to play by the laws.|alba
alba/2_071.wav|Fraserburgh is not unique.|alba
alba/1_162.wav|You always have to keep that in mind.|alba
alba/2708.wav|If you want to play football, you have to have the ball.|alba
alba/2_265.wav|Europe has to change.|alba
alba/3427.wav|It was the same with Dickens.|alba
alba/1334.wav|It means it is difficult.|alba
alba/2007.wav|You can see the developments in England and Italy and we cannot be left behind.|alba
alba/925.wav|A coalition was building.|alba
alba/2292.wav|He was just a journalist.|alba
alba/2_348.wav|I think he must be a Christian.|alba
alba/3729.wav|If he wishes to embark on that type of initiative, that is a matter for himself.|alba
alba/1076.wav|a day later he said that he and President Bush had agreed to find a mutually acceptable solution.|alba
alba/1985.wav|We had to make up for what had happened in the Faroes, and we did.|alba
alba/688.wav|When it is ready, it will be signed.|alba
alba/1_297.wav|It's to do with this place.|alba
alba/2_124.wav|I've no idea how the fires started.|alba
alba/2042.wav|This appears to have been a very tragic accident.|alba
alba/499.wav|I would like to work more frequently.|alba
alba/2_167.wav|This is the best moment of my career.|alba
alba/1_377.wav|That is our aim.|alba
alba/1928.wav|He did not think that somebody should make such a profit, without the community benefiting too.|alba
alba/3935.wav|Neil wouldn't want you to do that.|alba
alba/3695.wav|Hopefully, at the end of all this, the social workers will find this man is a loving father.|alba
alba/3312.wav|But this is about more than being visible.|alba
alba/1_399.wav|I want to stay as normal as possible.|alba
alba/3222.wav|There is not one of them you could easily write off as a threat.|alba
alba/375.wav|I might get an injury very easily.|alba
alba/2596.wav|We knew it would take time.|alba
alba/422.wav|I am happy to be a qualifier.|alba
alba/2890.wav|His style is suited to Scottish football.|alba
alba/2_369.wav|I'd be very rich.|alba
alba/1_219.wav|You have a home.|alba
alba/2_133.wav|It is difficult when you don't know anyone.|alba
alba/3419.wav|The players were under pressure.|alba
alba/3633.wav|You can do anything.|alba
alba/3732.wav|Too often it is not.|alba
alba/2938.wav|Lord Johnston is expected to issue a written decision later.|alba
alba/2559.wav|County were well organised and made life difficult as we could not get in behind them.|alba
alba/1964.wav|It is also a system which is paying dividends.|alba
alba/280.wav|London is one of the safest capital cities in the whole of the world.|alba
alba/2719.wav|I am convinced that it does have a future.|alba
alba/028.wav|Peter knew he had to do his best not to be rude, or he might well be booted out.|alba
alba/1833.wav|It is humorous, but also making a point.|alba
alba/1128.wav|The number of casualties is increasing with the passage of time.|alba
alba/3323.wav|So what is the situation in Australia?|alba
alba/3303.wav|Television is more sustainable, especially if there is a series.|alba
alba/719.wav|We would really worry if the fuel had got down into the soil.|alba
alba/1588.wav|But the Ensemble Modern Orchestra is different.|alba
alba/3348.wav|Until you hit the big games.|alba
alba/2934.wav|Anything can happen if conditions are like this for the race.|alba
alba/1883.wav|The Motherwell players will also be very disappointed.|alba
alba/2217.wav|I think that is a fraud.|alba
alba/2755.wav|You look like a rugby player.|alba
alba/1_158.wav|Why do we have to be different?|alba
alba/1706.wav|The result was very important to us.|alba
alba/856.wav|The cost is not great.|alba
alba/583.wav|We are opposed to the cloning of embryos for the simple reason that the embryo will be destroyed.|alba
alba/4035.wav|To me it is like nowhere else in the world.|alba
alba/221.wav|However, there was a helmet on the head of one body.|alba
alba/1961.wav|The only way was up.|alba
alba/1_259.wav|I was very impressed with the teachers.|alba
alba/455.wav|They were all good.|alba
alba/3969.wav|That was not the full extent of the remit, of course.|alba
alba/935.wav|They were outside the circle.|alba
alba/2_160.wav|I don't think there's any difference between us.|alba
alba/1_320.wav|All of us in Scotland should be vigilant.|alba
alba/503.wav|It became part of the staple diet of the North-east.|alba
alba/1_424.wav|They don't work enough on the defensive side.|alba
alba/3620.wav|We're not going to let go of this one.|alba
alba/1920.wav|It is planned for London in the spring.|alba
alba/3575.wav|What did they think of her voice?|alba
alba/1_321.wav|Head teachers want their pupils to conform.|alba
alba/2575.wav|But for part of the day he requires a wheelchair.|alba
alba/442.wav|Why it has happened is a bit harder to understand.|alba
alba/2_051.wav|We can't afford to make a mistake.|alba
alba/3997.wav|The encounter was to change his life.|alba
alba/3176.wav|The winter break in Scottish football is good for all the teams.|alba
alba/3605.wav|For him then it's a labour of love.|alba
alba/2_231.wav|They are very concerned, and you can understand that.|alba
alba/3262.wav|I have total control.|alba
alba/3981.wav|He must be devastated.|alba
alba/1727.wav|The cutting edge is missing.|alba
alba/979.wav|The club is very dis- appointed it has had to come to this stage.|alba
alba/3772.wav|He also agreed to a ceasefire with Israel.|alba
alba/2571.wav|They did not interfere.|alba
alba/2350.wav|Had he appeared on the field, the club would have been forced to forfeit the tie.|alba
alba/2_310.wav|However, from then on it was fireworks.|alba
alba/1_115.wav|I don't see it as a way forward.|alba
alba/1100.wav|The paper will be born in time for the Scottish Parliament.|alba
alba/1345.wav|Now the Parkhead team will go into the draw for the second round on Friday and they do so deservedly.|alba
alba/1_258.wav|This is a classic.|alba
alba/1929.wav|The system of protection and designation in Scotland is inadequate and this is recognised by the new Government.|alba
alba/2647.wav|He said the Parliament should be left to make its own decisions.|alba
alba/2824.wav|The orchestra is quite good, but the hall is terrible.|alba
alba/2939.wav|Still, it didn't make the weather more interesting for me.|alba
alba/2_277.wav|Then came his big break.|alba
alba/2333.wav|That is until we come to the proposals for medical treatment and research.|alba
alba/1104.wav|There is a barrier with the language.|alba
alba/3726.wav|The Allies intend to maintain the average.|alba
alba/1_376.wav|It is the men who create the demand.|alba
alba/1758.wav|No guarantee could be given on the risk of further flooding.|alba
alba/058.wav|That made all the difference.|alba
alba/2_026.wav|There is hope for us all.|alba
alba/476.wav|He tried to get out of the arrangement, but could not.|alba
alba/2_183.wav|It was a timely request.|alba
alba/3860.wav|There is a much better chance of this on a bi-annual basis.|alba
alba/3977.wav|They didn't come here to bury them.|alba
alba/2935.wav|I have been here for only three months.|alba
alba/2870.wav|There are two options.|alba
alba/1_160.wav|That is heartening.|alba
alba/2214.wav|Was it too obvious?|alba
alba/3535.wav|We've got the face the future.|alba
alba/1853.wav|The striker has returned to the team after a spell out of favour.|alba
alba/2329.wav|I will never do this again.|alba
alba/3345.wav|Oh, and will it be easier for referees in the process?|alba
alba/1719.wav|It would have been just as well, if we were dependent on the Southern General.|alba
alba/2877.wav|The aim is to have the reports online by this autumn.|alba
alba/612.wav|Being a musician is not like that.|alba
alba/2_170.wav|He has something in common with the Wallabies.|alba
alba/145.wav|I'm just waiting for the results.|alba
